"carat","depth","table","price","x","y","z","cut"
0.31,61.8,54.2,557,4.33,4.37,2.69,"Suitable"
1,62.3,58,3080,6.33,6.38,3.96,"Suitable"
0.7,62.6,54,2936,5.69,5.72,3.57,"Suitable"
0.32,60.5,58,561,4.41,4.42,2.67,"Suitable"
0.71,61.6,56,2891,5.74,5.76,3.54,"Suitable"
0.7,62.2,55,2981,5.67,5.71,3.54,"Suitable"
0.72,62.6,54,3048,5.78,5.72,3.6,"Suitable"
0.72,62,55,2958,5.74,5.77,3.57,"Suitable"
0.83,62.7,56,3078,6.01,5.98,3.76,"Suitable"
0.8,62.6,58,2862,5.9,5.92,3.7,"Suitable"
0.73,59.9,59,2841,5.87,5.77,3.5,"Suitable"
1.02,58.8,57,3142,6.61,6.55,3.87,"Suitable"
0.7,61.6,54,2839,5.75,5.72,3.53,"Suitable"
0.74,61.3,57,3130,5.81,5.83,3.57,"Suitable"
0.73,61.6,57,3033,5.76,5.79,3.56,"Suitable"
0.32,61.8,57,561,4.38,4.42,2.72,"Suitable"
0.72,63.1,56,3048,5.7,5.65,3.58,"Suitable"
0.79,59.7,58,2878,6,6.07,3.6,"Suitable"
0.8,60.2,57,2829,6.05,6.01,3.63,"Suitable"
0.77,62.4,54,3121,5.93,5.89,3.69,"Suitable"
0.81,63.1,58,2994,5.88,5.84,3.7,"Suitable"
0.7,61.1,58,2768,5.66,5.73,3.48,"Suitable"
0.7,59.2,60,2893,5.87,5.78,3.45,"Suitable"
0.8,62.6,54,2842,5.92,5.96,3.72,"Suitable"
0.71,60.3,62,3077,5.76,5.69,3.45,"Suitable"
0.63,61.5,56,2817,5.48,5.52,3.38,"Suitable"
0.73,62,60,2902,5.76,5.73,3.56,"Suitable"
0.6,61.6,56,2800,5.43,5.46,3.35,"Suitable"
0.71,60.1,62,2765,5.74,5.77,3.46,"Suitable"
0.71,62.2,56,2962,5.69,5.72,3.55,"Suitable"
0.78,61.8,55,2834,5.92,5.95,3.67,"Suitable"
0.71,63.2,60,2862,5.65,5.61,3.56,"Suitable"
0.71,62.1,58,2905,5.65,5.71,3.53,"Suitable"
0.75,62.1,57,3024,5.9,5.79,3.63,"Suitable"
0.7,62.1,53,2895,5.71,5.75,3.56,"Suitable"
0.28,61.4,56,553,4.19,4.22,2.58,"Suitable"
0.72,60.3,55,3012,5.85,5.89,3.54,"Suitable"
0.53,61.6,56,2922,5.24,5.18,3.21,"Suitable"
0.71,61.3,61,2860,5.68,5.73,3.5,"Suitable"
0.7,62,60,3109,5.61,5.64,3.49,"Suitable"
0.8,61.1,57,2929,6.01,6.07,3.69,"Suitable"
0.71,61.7,57,2863,5.75,5.7,3.53,"Suitable"
0.73,62.5,55,2801,5.8,5.76,3.61,"Suitable"
0.71,62.2,56,2915,5.74,5.71,3.56,"Suitable"
0.7,61.9,55,3119,5.7,5.74,3.54,"Suitable"
0.86,62.7,59,2851,6.04,5.98,3.77,"Suitable"
0.72,60.3,57,2847,5.83,5.85,3.52,"Suitable"
0.81,63.2,58,2843,5.91,5.92,3.74,"Suitable"
1.05,62,59,2881,6.5,6.47,4.02,"Suitable"
0.83,61.9,56,2939,5.99,6.02,3.72,"Suitable"
0.74,61.8,55,2960,5.85,5.8,3.6,"Suitable"
0.75,63.4,58,2811,5.72,5.76,3.64,"Suitable"
0.76,58.5,62,2815,5.93,6.01,3.49,"Suitable"
0.73,61.5,55,2896,5.82,5.86,3.59,"Suitable"
0.8,60.6,59,3002,6.02,5.97,3.63,"Suitable"
0.72,61,56,2951,5.84,5.79,3.55,"Suitable"
0.63,60.9,60,2765,5.52,5.55,3.37,"Suitable"
0.31,62.2,53,557,4.36,4.38,2.72,"Suitable"
0.3,62,54,348,4.31,4.34,2.68,"Suitable"
0.23,60,57,402,4,4.03,2.41,"Suitable"
0.73,61.7,57,3089,5.78,5.81,3.57,"Suitable"
0.31,58.1,62,353,4.44,4.47,2.59,"Suitable"
0.72,63.7,56.4,2776,5.62,5.69,3.61,"Suitable"
0.7,61.6,61,3001,5.66,5.61,3.47,"Suitable"
0.25,61.5,56,560,4.06,4.08,2.5,"Suitable"
0.74,61.5,59,3138,5.76,5.82,3.56,"Suitable"
1.12,61.2,63,3017,6.68,6.59,4.05,"Suitable"
0.79,61.8,56,2831,5.93,5.91,3.66,"Suitable"
0.94,63,59,3099,6.16,6.1,3.86,"Suitable"
0.83,62.1,57,3044,6.03,5.95,3.72,"Suitable"
0.71,59.7,59,2913,5.8,5.82,3.47,"Suitable"
0.71,62.2,58,2832,5.72,5.66,3.54,"Suitable"
0.7,61.8,56,2872,5.63,5.73,3.51,"Suitable"
0.9,61.8,58,2873,6.16,6.13,3.8,"Suitable"
0.32,60.2,56,561,4.44,4.49,2.69,"Suitable"
0.9,63.5,59,3121,6.1,6.05,3.86,"Suitable"
0.75,59.2,58,3024,5.96,5.93,3.52,"Suitable"
0.8,61.9,54,3154,6,5.95,3.7,"Suitable"
0.71,62.6,58,2803,5.7,5.67,3.56,"Suitable"
0.71,58.1,62,3090,5.89,5.84,3.41,"Suitable"
0.72,62.2,56,2804,5.74,5.77,3.58,"Suitable"
0.7,61.8,59,2923,5.63,5.69,3.5,"Suitable"
0.77,61.4,55,3169,5.93,5.95,3.65,"Suitable"
0.71,59.5,57,3035,5.83,5.86,3.48,"Suitable"
0.72,61,57,3012,5.77,5.8,3.53,"Suitable"
0.77,62.6,57,2898,5.92,5.81,3.67,"Suitable"
0.76,59.6,57,2792,5.91,5.86,3.51,"Suitable"
0.7,61.5,54,2835,5.7,5.75,3.52,"Suitable"
0.79,61.7,59,2888,5.93,5.96,3.67,"Suitable"
0.32,62.3,60,561,4.37,4.4,2.73,"Suitable"
0.72,61.5,55,2952,5.76,5.79,3.55,"Suitable"
0.72,62.9,57,2990,5.68,5.73,3.59,"Suitable"
0.53,60.9,57,2830,5.23,5.29,3.19,"Suitable"
0.32,60.5,58,561,4.4,4.42,2.67,"Suitable"
0.7,62.3,58,2838,5.72,5.64,3.54,"Suitable"
0.93,60.3,58,3062,6.37,6.31,3.82,"Suitable"
0.73,61.5,56,2858,5.84,5.8,3.58,"Suitable"
0.71,62.7,57,3041,5.66,5.7,3.56,"Suitable"
0.9,63.3,59,3107,6.12,6.07,3.86,"Suitable"
0.7,61.3,57,2839,5.71,5.74,3.51,"Suitable"
0.8,59.5,63,3158,6.11,6.05,3.61,"Suitable"
0.7,60.9,57,2768,5.73,5.76,3.5,"Suitable"
0.76,60.8,60,2831,5.89,5.98,3.61,"Suitable"
0.9,63.1,57,2984,6.12,6.06,3.84,"Suitable"
1.03,62.2,59,3149,6.42,6.4,3.99,"Suitable"
0.72,61.1,59,2903,5.8,5.75,3.53,"Suitable"
0.71,61.8,56,2965,5.68,5.72,3.52,"Suitable"
0.76,62.1,57,2947,5.82,5.87,3.63,"Suitable"
0.71,62.9,55,3175,5.68,5.71,3.58,"Suitable"
0.71,63,57,3112,5.63,5.7,3.57,"Suitable"
0.73,61.9,57,3127,5.79,5.75,3.57,"Suitable"
0.81,60.2,57,2938,6.1,6.06,3.66,"Suitable"
0.7,62.2,55,3172,5.64,5.67,3.52,"Suitable"
0.71,60.8,58,2977,5.75,5.77,3.5,"Suitable"
0.59,60.6,59,2933,5.44,5.49,3.31,"Suitable"
0.75,61.4,55,3049,5.8,5.86,3.58,"Suitable"
0.71,62.5,58,2978,5.7,5.73,3.57,"Suitable"
0.92,62.6,58,3170,6.18,6.22,3.88,"Suitable"
0.72,58.3,58,2815,5.99,5.92,3.47,"Suitable"
1.01,63.5,55,3032,6.32,6.27,4,"Suitable"
0.88,59.1,58,3150,6.22,6.3,3.7,"Suitable"
0.7,61.4,56,2815,5.7,5.76,3.52,"Suitable"
0.78,61.6,56,2970,5.94,5.91,3.64,"Suitable"
0.76,62.1,54,2990,5.88,5.94,3.67,"Suitable"
0.71,61.8,56,3014,5.7,5.75,3.54,"Suitable"
0.32,61.9,59,561,4.35,4.38,2.7,"Suitable"
0.58,61.6,60,3154,5.34,5.35,3.29,"Suitable"
0.32,62.8,58,554,4.39,4.34,2.74,"Suitable"
0.71,61.2,56,2917,5.77,5.73,3.52,"Suitable"
0.74,62.6,56,3036,5.73,5.81,3.61,"Suitable"
0.72,63,56,2949,5.66,5.73,3.59,"Suitable"
1.01,59.4,62,3083,6.47,6.43,3.83,"Suitable"
0.72,61.8,55,3167,5.78,5.81,3.58,"Suitable"
0.8,61.7,58,2762,5.98,5.94,3.68,"Suitable"
0.31,62.2,54,344,4.35,4.37,2.71,"Suitable"
0.8,63.5,58,3082,5.89,5.85,3.73,"Suitable"
0.73,61.3,58,2871,5.76,5.83,3.55,"Suitable"
0.55,61.2,54,3005,5.3,5.35,3.26,"Suitable"
0.71,62.3,56,3137,5.68,5.72,3.55,"Suitable"
0.3,63,57,405,4.28,4.32,2.71,"Suitable"
0.78,60.6,57,3004,5.95,5.97,3.61,"Suitable"
0.7,62.4,55,2993,5.65,5.7,3.54,"Suitable"
0.84,59.2,59,3086,6.19,6.14,3.65,"Suitable"
0.71,62.5,60,2770,5.65,5.61,3.52,"Suitable"
0.75,62.2,55,2760,5.87,5.8,3.63,"Suitable"
0.73,62.5,57,2855,5.7,5.75,3.58,"Suitable"
0.62,61.6,56,2861,5.48,5.51,3.38,"Suitable"
0.9,59.8,56,3105,6.27,6.24,3.74,"Suitable"
0.85,62,54,3084,6.08,6.11,3.78,"Suitable"
1.23,61.6,55,3168,6.92,6.87,4.25,"Suitable"
0.7,62.2,58,3107,5.62,5.69,3.52,"Suitable"
0.7,63.6,57,2780,5.61,5.65,3.58,"Suitable"
0.72,62.2,54,2877,5.74,5.76,3.57,"Suitable"
0.77,62.2,57,3152,5.81,5.86,3.63,"Suitable"
0.75,61.5,56,2850,5.83,5.87,3.6,"Suitable"
0.7,62.9,61,3175,5.65,5.57,3.53,"Suitable"
0.78,60.7,56,3105,5.97,6.03,3.64,"Suitable"
0.74,62.4,59,3036,5.73,5.8,3.6,"Suitable"
0.86,62.6,56,2967,6.01,6.07,3.78,"Suitable"
0.92,61.5,59,3040,6.27,6.21,3.84,"Suitable"
0.74,61.3,57,3130,5.82,5.85,3.57,"Suitable"
0.8,62.2,57,3011,5.89,5.85,3.65,"Suitable"
0.35,60.6,56,555,4.56,4.58,2.77,"Suitable"
0.78,61.5,59,2816,5.96,5.88,3.64,"Suitable"
0.7,61.2,54,2940,5.92,5.64,3.54,"Suitable"
0.6,62,53.7,3082,5.4,5.44,3.36,"Suitable"
0.83,62.5,59,2825,6.02,5.95,3.74,"Suitable"
0.73,62.1,59,2966,5.68,5.73,3.54,"Suitable"
0.32,61.5,60,561,4.4,4.42,2.71,"Suitable"
0.23,61.9,58,402,3.92,3.96,2.44,"Suitable"
0.75,61.6,55,3073,5.86,5.89,3.62,"Suitable"
0.71,59.7,57,2920,5.87,5.78,3.48,"Suitable"
0.3,61,59,405,4.3,4.33,2.63,"Suitable"
0.72,62.3,55,2949,5.72,5.74,3.57,"Suitable"
0.73,61,56,3164,5.83,5.88,3.57,"Suitable"
0.87,61,56,2993,6.15,6.19,3.77,"Suitable"
1.01,63.2,58,3167,6.39,6.33,4.02,"Suitable"
0.79,63.2,56,3053,5.91,5.83,3.71,"Suitable"
0.55,60.3,59,3006,5.34,5.3,3.21,"Suitable"
0.8,63,59,2760,5.9,5.81,3.69,"Suitable"
0.72,58.3,57,2872,5.89,5.94,3.45,"Suitable"
0.63,62.3,56,2961,5.48,5.5,3.42,"Suitable"
0.9,60.9,61,2873,6.26,6.22,3.8,"Suitable"
0.31,61.8,58,555,4.32,4.35,2.68,"Suitable"
0.81,60.1,57,3013,6.07,6.1,3.66,"Suitable"
0.71,61.5,62,2863,5.74,5.68,3.51,"Suitable"
0.74,61.9,56,2805,5.8,5.77,3.58,"Suitable"
0.78,61.8,59,3103,5.93,5.88,3.65,"Suitable"
0.7,61.4,57,3034,5.7,5.73,3.51,"Suitable"
0.71,61.4,56,3007,5.72,5.77,3.53,"Suitable"
0.9,62.9,57,3160,6.09,6.16,3.85,"Suitable"
0.81,63.8,58,2972,5.85,5.97,3.77,"Suitable"
0.83,61.3,54,2975,6.1,6.06,3.73,"Suitable"
0.83,61.6,59,2975,6.02,5.99,3.7,"Suitable"
0.71,61.8,56,2960,5.7,5.73,3.53,"Suitable"
0.71,62.5,55,2788,5.71,5.65,3.55,"Suitable"
0.76,61.4,55,3050,5.82,5.9,3.6,"Suitable"
0.95,58.8,60,2937,6.35,6.31,3.72,"Suitable"
0.71,62.7,57,2817,5.66,5.64,3.54,"Suitable"
0.78,61.5,57,2852,5.88,5.92,3.63,"Suitable"
0.73,59.9,58,2933,5.84,5.87,3.51,"Suitable"
0.53,57.5,64,2782,5.34,5.37,3.08,"Suitable"
0.91,62.8,59,2956,6.14,6.19,3.87,"Suitable"
0.71,62.4,54,2887,5.71,5.79,3.59,"Suitable"
0.32,60.9,55,404,4.45,4.48,2.72,"Suitable"
0.9,60.1,60,3114,6.22,6.32,3.77,"Suitable"
0.29,62.4,58,334,4.2,4.23,2.63,"Suitable"
1.24,61.9,55,2994,6.92,6.85,4.26,"Suitable"
0.74,62.3,55,2877,5.8,5.83,3.62,"Suitable"
0.32,62,55.3,553,4.39,4.42,2.73,"Suitable"
0.77,61.3,60,2896,5.81,5.91,3.59,"Suitable"
0.32,61.7,56,561,4.41,4.44,2.73,"Suitable"
0.87,61,63,2851,6.22,6.07,3.75,"Suitable"
0.71,61.7,56,2913,5.68,5.8,3.54,"Suitable"
0.82,61.7,56,3159,6.01,5.99,3.7,"Suitable"
0.73,61.9,56,2961,5.81,5.76,3.58,"Suitable"
0.32,60.7,57,554,4.47,4.42,2.7,"Suitable"
0.7,62.6,59,2887,5.66,5.69,3.55,"Suitable"
0.71,64,57,2804,5.66,5.68,3.63,"Suitable"
0.82,61.6,56,3071,6.05,6.01,3.72,"Suitable"
0.79,63.2,56,2794,5.91,5.86,3.72,"Suitable"
0.24,61.5,60,553,3.97,4,2.45,"Suitable"
0.71,62.7,58,2853,5.73,5.66,3.57,"Suitable"
0.7,62.9,57,2793,5.66,5.69,3.57,"Suitable"
0.7,60.1,57,2929,5.78,5.83,3.49,"Suitable"
0.93,61.1,59,3125,6.34,6.32,3.87,"Suitable"
1.01,62.7,60,2885,6.36,6.27,3.96,"Suitable"
0.7,60.2,60,2872,5.75,5.82,3.48,"Suitable"
0.29,62.4,55,555,4.2,4.25,2.63,"Suitable"
0.33,61.8,55,403,4.49,4.51,2.78,"Suitable"
0.75,61.8,55,2871,5.83,5.85,3.61,"Suitable"
0.71,61.7,57,2930,5.75,5.7,3.53,"Suitable"
0.71,58.6,62,3082,5.88,5.82,3.43,"Suitable"
0.81,61.7,57,2858,6,6.05,3.72,"Suitable"
0.72,60.9,57,2869,5.79,5.77,3.52,"Suitable"
0.9,63,58,2761,6.16,6.12,3.87,"Suitable"
1.01,60,60,3801,6.48,6.38,3.86,"Not Suitable"
0.7,61,61,4407,5.69,5.72,3.48,"Not Suitable"
1.01,67.2,60,4276,6.06,6,4.05,"Not Suitable"
0.9,63.8,58,3740,6.13,6.09,3.9,"Not Suitable"
0.91,63.4,56,4298,6.12,6.18,3.9,"Not Suitable"
1.01,60.3,64,4320,6.52,6.49,3.92,"Not Suitable"
1.07,62.2,66,4496,6.57,6.48,4.06,"Not Suitable"
0.87,57.3,59,3166,6.29,6.44,3.65,"Not Suitable"
1,63.7,59,4861,6.3,6.26,4,"Not Suitable"
0.92,59,58,3936,6.31,6.36,3.74,"Not Suitable"
0.8,63.4,56,3273,5.88,5.92,3.74,"Not Suitable"
1.01,66.9,56,4102,6.15,6.22,4.14,"Not Suitable"
1,67.9,62,2856,6.19,6.03,4.15,"Not Suitable"
0.93,59.1,64,3500,6.36,6.27,3.73,"Not Suitable"
1.01,63.4,55,4339,6.35,6.42,4.05,"Not Suitable"
0.7,58.4,60,3419,5.84,5.87,3.42,"Not Suitable"
0.31,63.5,55,583,4.31,4.32,2.74,"Not Suitable"
1,61.9,61,4859,6.36,6.4,3.95,"Not Suitable"
1,63,56,4081,6.31,6.38,4,"Not Suitable"
0.91,61.3,67,2825,6.24,6.19,3.81,"Not Suitable"
1.01,63.8,57,4016,6.31,6.23,4,"Not Suitable"
0.74,63.5,56,3163,5.75,5.8,3.67,"Not Suitable"
1,63.2,60,3740,6.27,6.3,3.97,"Not Suitable"
1.01,63.9,58,3959,6.35,6.32,4.05,"Not Suitable"
1.12,64.3,60,3838,6.59,6.56,4.23,"Not Suitable"
1,57.6,65,3696,6.47,6.44,3.72,"Not Suitable"
0.3,60.8,65,414,4.26,4.29,2.6,"Not Suitable"
1.01,63.5,60,4588,6.3,6.33,4.01,"Not Suitable"
1.01,63.3,58,4168,6.3,6.36,4.01,"Not Suitable"
1.16,60.1,60,4307,6.9,6.72,4.09,"Not Suitable"
0.71,63.4,55,2816,5.61,5.69,3.58,"Not Suitable"
1.01,63,60,3827,6.28,6.35,3.98,"Not Suitable"
1.02,63.7,62,4443,6.31,6.4,4.05,"Not Suitable"
1.01,66.6,55,4525,6.27,6.2,4.15,"Not Suitable"
1.01,64.7,59,4181,6.23,6.11,3.99,"Not Suitable"
0.9,60.4,61,3114,6.14,6.22,3.73,"Not Suitable"
0.3,63.2,57,568,4.26,4.29,2.7,"Not Suitable"
0.74,61.1,68,2805,5.82,5.75,3.53,"Not Suitable"
1.03,67,61,4038,6.25,6.17,4.16,"Not Suitable"
1.18,63.6,57,4071,6.74,6.72,4.28,"Not Suitable"
1,59.4,64,3259,6.52,6.48,3.86,"Not Suitable"
1,63.9,56,4389,6.28,6.31,4.02,"Not Suitable"
1.1,57,62,4361,6.91,6.84,3.92,"Not Suitable"
1.01,55.2,65,4118,6.78,6.67,3.71,"Not Suitable"
0.73,59.5,61,3616,5.8,5.83,3.46,"Not Suitable"
1.03,57.2,59,3743,6.66,6.63,3.8,"Not Suitable"
0.9,61.9,62,3267,6.07,6.12,3.77,"Not Suitable"
0.71,62.8,57,3062,5.67,5.57,3.53,"Not Suitable"
0.92,60.6,60,4089,6.29,6.32,3.82,"Not Suitable"
0.9,62.6,65,4334,6.1,6.04,3.8,"Not Suitable"
1,65.5,62,2873,6.14,6.07,4,"Not Suitable"
1.01,58.5,61,4807,6.51,6.61,3.84,"Not Suitable"
0.9,61.9,64,3505,6.09,6,3.74,"Not Suitable"
0.91,63.2,58,4284,6.07,6.15,3.86,"Not Suitable"
0.9,63.6,59,3584,6.05,6.09,3.86,"Not Suitable"
1,65.1,55,3265,6.26,6.23,4.07,"Not Suitable"
1,63.3,60,4543,6.24,6.33,3.98,"Not Suitable"
0.91,63.1,61,3520,6.04,6.14,3.84,"Not Suitable"
0.3,63.3,56,565,4.28,4.31,2.72,"Not Suitable"
1.08,64.9,60,3302,6.46,6.32,4.15,"Not Suitable"
1.05,63.1,58,4529,6.42,6.47,4.07,"Not Suitable"
0.89,61.6,60.9,3284,6.13,6.24,3.82,"Not Suitable"
1.51,65.6,54,4167,7.28,7.1,4.72,"Not Suitable"
1,62.8,61,4520,6.31,6.36,3.98,"Not Suitable"
0.9,63.8,59,3246,6.05,6.02,3.85,"Not Suitable"
1.01,62.6,59,3399,6.24,6.35,3.94,"Not Suitable"
0.9,63.6,57,3060,6.1,6.04,3.86,"Not Suitable"
0.9,64.7,54,3205,6.1,6.04,3.93,"Not Suitable"
1,63.7,58,4158,6.29,6.34,4.02,"Not Suitable"
1,67,55,2912,6.25,6.12,4.16,"Not Suitable"
0.71,56.9,65,2858,5.89,5.84,3.34,"Not Suitable"
0.9,63.6,59,4234,6.11,6.06,3.87,"Not Suitable"
1.01,61.5,61,3895,6.33,6.38,3.91,"Not Suitable"
0.9,63.8,56,3303,6.13,6.16,3.92,"Not Suitable"
0.9,62,62,4187,6.06,6.1,3.77,"Not Suitable"
1.03,66.1,56,3052,6.26,6.2,4.12,"Not Suitable"
1.01,64.9,58,4263,6.17,6.22,4.02,"Not Suitable"
1.02,63.3,58,4948,6.35,6.39,4.03,"Not Suitable"
0.81,61,61,2789,5.94,5.99,3.64,"Not Suitable"
0.71,63.6,54,4289,5.7,5.75,3.64,"Not Suitable"
0.9,65,61,2883,6.01,5.96,3.89,"Not Suitable"
0.91,60.2,59,3034,6.24,6.29,3.77,"Not Suitable"
0.91,64.3,58,2863,6.05,6.09,3.9,"Not Suitable"
0.92,63.4,57,4243,6.17,6.23,3.93,"Not Suitable"
1.16,66.3,57,4222,6.56,6.5,4.33,"Not Suitable"
0.93,63.1,57,4611,6.17,6.19,3.9,"Not Suitable"
1.2,64.9,59,3011,6.61,6.54,4.27,"Not Suitable"
0.85,64.9,56,2945,5.95,5.98,3.87,"Not Suitable"
0.91,57.8,61,4566,6.4,6.36,3.69,"Not Suitable"
0.7,63.6,57,3312,5.61,5.58,3.56,"Not Suitable"
1,62.9,64,3920,6.27,6.23,3.93,"Not Suitable"
1.02,65,59,3119,6.34,6.24,4.08,"Not Suitable"
0.7,58.7,63,2912,5.69,5.73,3.35,"Not Suitable"
0.7,59.4,62,2759,5.71,5.76,3.4,"Not Suitable"
1,57.8,58,4295,6.61,6.55,3.8,"Not Suitable"
1.01,61.5,65,3484,6.28,6.21,3.84,"Not Suitable"
1.01,64.2,56,4032,6.31,6.27,4.04,"Not Suitable"
0.36,63.3,56,568,4.51,4.56,2.87,"Not Suitable"
1.01,65.1,57,4468,6.27,6.32,4.1,"Not Suitable"
0.9,67,56,3074,5.91,5.83,3.93,"Not Suitable"
0.7,61.3,61,2980,5.63,5.69,3.47,"Not Suitable"
1,65.1,55,3265,6.26,6.23,4.07,"Not Suitable"
0.9,62.9,62,3918,6.02,6.06,3.8,"Not Suitable"
1.05,57.8,64,3881,6.74,6.67,3.88,"Not Suitable"
0.34,63.9,56,417,4.4,4.43,2.82,"Not Suitable"
1,65.8,59,4798,6.07,6.15,4.02,"Not Suitable"
0.9,64.5,61,3689,6.05,6.01,3.89,"Not Suitable"
0.84,55.1,67,2782,6.39,6.2,3.47,"Not Suitable"
1.21,65,59,4147,6.64,6.57,4.29,"Not Suitable"
0.9,64.6,59,3847,6.04,6.01,3.89,"Not Suitable"
1.51,64,59,3497,7.29,7.17,4.63,"Not Suitable"
1.08,53.8,63,4790,6.99,6.81,3.71,"Not Suitable"
0.32,63.3,57,589,4.37,4.38,2.77,"Not Suitable"
0.9,64.3,57,3267,6.06,6.16,3.93,"Not Suitable"
1.03,57.6,58,4177,6.6,6.67,3.82,"Not Suitable"
0.9,62.8,57,3398,6.07,6.16,3.84,"Not Suitable"
0.34,63.3,57,556,4.44,4.47,2.82,"Not Suitable"
0.31,63.6,57,593,4.33,4.29,2.74,"Not Suitable"
0.91,56.5,67,4115,6.38,6.4,3.61,"Not Suitable"
0.75,58.3,60,2923,5.94,5.99,3.48,"Not Suitable"
0.9,62.5,59,3398,6.06,6.13,3.81,"Not Suitable"
1.45,64.8,67,4320,7.16,7,4.64,"Not Suitable"
0.9,60.7,58,3057,6.17,6.21,3.76,"Not Suitable"
0.91,56.9,61,3302,6.41,6.24,3.6,"Not Suitable"
1,63.8,53,4596,6.39,6.27,4.04,"Not Suitable"
0.3,63.2,55,417,4.26,4.29,2.7,"Not Suitable"
0.9,61.3,60,3893,6.13,6.18,3.77,"Not Suitable"
1.11,63.6,58,3846,6.48,6.57,4.15,"Not Suitable"
0.9,64.7,58,3104,5.94,6.03,3.87,"Not Suitable"
0.32,62.5,61,564,4.32,4.35,2.71,"Not Suitable"
0.91,58,56,4474,6.34,6.41,3.7,"Not Suitable"
1.2,64.3,56,4637,6.65,6.57,4.25,"Not Suitable"
0.9,62.4,61,3160,6.03,6.11,3.79,"Not Suitable"
1.01,65.3,59,4844,6.13,6.19,4.02,"Not Suitable"
0.72,56.9,69,2879,5.93,5.77,3.33,"Not Suitable"
1.02,63.5,58,4604,6.36,6.39,4.05,"Not Suitable"
0.9,62.6,62,3945,6.15,6.18,3.86,"Not Suitable"
1.13,64,58,3952,6.52,6.58,4.19,"Not Suitable"
1,64,54,4026,6.31,6.26,4.01,"Not Suitable"
0.7,63.4,57,2960,5.6,5.67,3.57,"Not Suitable"
1.05,65.4,59,3816,6.3,6.24,4.1,"Not Suitable"
0.92,63.6,57,4086,6.14,6.09,3.89,"Not Suitable"
0.78,64,54,3298,5.82,5.86,3.74,"Not Suitable"
1,65.2,56,3634,6.27,6.21,4.07,"Not Suitable"
0.85,57.7,67,2998,6.26,6.19,3.59,"Not Suitable"
1.16,63.7,63,4395,6.55,6.63,4.2,"Not Suitable"
0.71,64.2,58,3690,5.65,5.6,3.61,"Not Suitable"
0.9,64.7,59,3205,6.09,5.99,3.91,"Not Suitable"
0.9,65,57,3615,5.96,6.01,3.89,"Not Suitable"
0.9,64,55,4382,6.05,6.02,3.86,"Not Suitable"
0.9,63.6,58,4269,6.08,6.12,3.88,"Not Suitable"
1.21,63.3,63,3726,6.67,6.72,4.24,"Not Suitable"
0.92,63.3,58,3382,6.14,6.18,3.9,"Not Suitable"
0.91,65.3,51,2996,6.05,5.98,3.93,"Not Suitable"
1.01,59.4,60,4011,6.44,6.49,3.84,"Not Suitable"
0.9,58.4,55,3269,6.34,6.39,3.72,"Not Suitable"
1.52,57.3,58,3105,7.53,7.42,4.28,"Not Suitable"
1.04,64.9,56,4398,6.39,6.34,4.13,"Not Suitable"
0.98,67.9,60,2777,6.05,5.97,4.08,"Not Suitable"
1.01,57.1,63,3717,6.6,6.56,3.76,"Not Suitable"
0.31,63.3,58,335,4.34,4.35,2.75,"Not Suitable"
0.9,64.2,59,3290,6.05,6.01,3.87,"Not Suitable"
1.01,61.5,56,4260,6.36,6.42,3.93,"Not Suitable"
1.01,67.3,62,3597,6.09,6.03,4.08,"Not Suitable"
1.01,65.5,58,3280,6.28,6.24,4.1,"Not Suitable"
0.32,63.6,56,589,4.34,4.37,2.77,"Not Suitable"
0.9,63.8,57,2823,6.06,6.13,3.89,"Not Suitable"
1,64.9,65,4455,6.31,6.18,4.05,"Not Suitable"
0.41,63.7,55,570,4.7,4.75,3.01,"Not Suitable"
1,63.8,58,3920,6.32,6.28,4.02,"Not Suitable"
1.01,65.3,61,3869,6.23,6.18,4.05,"Not Suitable"
1.08,63.2,57,4241,6.5,6.54,4.12,"Not Suitable"
0.9,64.5,61,3473,6.1,6,3.9,"Not Suitable"
1.52,67.7,58,3745,7.07,7,4.76,"Not Suitable"
1.02,64.2,59,4414,6.26,6.2,4,"Not Suitable"
1,60.4,61,4916,6.37,6.44,3.87,"Not Suitable"
1.01,63.3,58,4355,6.37,6.39,4.04,"Not Suitable"
1.01,62.5,59,4239,6.3,6.37,3.96,"Not Suitable"
1.21,64,57,4201,6.73,6.67,4.29,"Not Suitable"
1.24,65.7,57,4058,6.72,6.68,4.4,"Not Suitable"
0.9,62.5,62,4008,6.04,6.09,3.79,"Not Suitable"
1,61.5,64,4077,6.29,6.22,3.85,"Not Suitable"
1,66.9,55,4534,6.2,6.17,4.14,"Not Suitable"
1.19,59.8,64,4498,6.94,6.9,4.14,"Not Suitable"
1.03,64.4,61,4845,6.33,6.25,4.05,"Not Suitable"
0.35,63.6,54,583,4.51,4.52,2.87,"Not Suitable"
0.74,63.1,58,2824,5.73,5.75,3.62,"Not Suitable"
1.11,63.5,60.3,4456,6.49,6.58,4.15,"Not Suitable"
0.7,63.1,57,2940,5.59,5.66,3.55,"Not Suitable"
1.11,64.7,61,4873,6.42,6.39,4.14,"Not Suitable"
1.14,60,65,3735,6.8,6.75,4.06,"Not Suitable"
0.9,64.1,59.4,3816,6.04,6.08,3.88,"Not Suitable"
0.91,64,59,3357,6.13,6.02,3.89,"Not Suitable"
1.28,56.8,62,4086,7.22,7.16,4.08,"Not Suitable"
0.92,63.7,57,4258,6.11,6.14,3.9,"Not Suitable"
